Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail,Веб-сайт 1,Веб-сайт 2,Instagram,Facebook,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram 1,Telegram 2,YouTube,Широта,Долгота,2GIS URL,Тип
Ай-Ару,салон красоты,Парикмахерские; Визажисты; Ногтевые студии; Оформление бровей и ресниц; Обучение мастеров для салонов красоты; Эпиляция,,,,3-й м-н,,Кульсары,Жылыойский район,Атырауская область,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+05:00,5.0,1,87015895897,,,,,,https://instagram.com/aiaru_beauty_kulsary,,https://wa.me/77015895897,,,,,,,46.953191,53.986805,https://2gis.com/firm/70000001076562341,branch
TUMAR,салон красоты,Парикмахерские; Ногтевые студии,,,,,,,Макатский район,Атырауская область,Казахстан,,+05:00,1.0,1,,,,,,,,,,,,,,,,,,https://2gis.com/firm/70000001087637767,branch
Qazaq aruy,салон красоты,Визажисты; Оформление бровей и ресниц,"проспект Махамбета Утемисова, 107",,,Орталык м-н,,Кульсары,Жылыойский район,Атырауская область,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,,,87785322888,,,,,,https://instagram.com/saltanat_issakhayeva_mua,,https://wa.me/77785322888,,,,,,,46.959395,54.000283,https://2gis.com/firm/70000001089036817,branch
Deluxe,парикмахерская,Парикмахерские,,,,Мунайшы м-н,,Кульсары,Жылыойский район,Атырауская область,Казахстан,Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,5.0,1,87780009343,,,,,,,,https://wa.me/77780009343,,,,,,,46.959166,54.017802,https://2gis.com/firm/70000001077001588,branch
Кенже,салон красоты,Парикмахерские; Визажисты; Ногтевые студии; Эпиляция; Оформление бровей и ресниц,"220-я улица, 47",,,3-й м-н,,Кульсары,Жылыойский район,Атырауская область,Казахстан,Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,,,87787365607,,,,,,https://instagram.com/salon_kenje,,https://wa.me/77787365607,,,,,,,46.956181,53.985797,https://2gis.com/firm/70000001076562298,branch
Адам и Ева,салон красоты,Парикмахерские; Ногтевые студии; Оформление бровей и ресниц,"1-й микрорайон, 26",,,1-й м-н,,Кульсары,Жылыойский район,Атырауская область,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,3.4,2,87083434214,,,,,,,,,,,,,,,46.957389,53.986503,https://2gis.com/firm/70000001076598068,branch
Zhannur Melsovna,салон красоты,Парикмахерские; Визажисты; Оформление бровей и ресниц; Ногтевые студии,,,,Думан м-н,,Кульсары,Жылыойский район,Атырауская область,Казахстан,,+05:00,,,87754412033,,,,,,https://instagram.com/zhannur.melsovna_salon,,https://wa.me/77754412033,,,,,,,46.969019,54.003419,https://2gis.com/firm/70000001076562236,branch
PI,барбершоп,Барбершопы,"1-й микрорайон, 25",1 этаж,,1-й м-н,,Кульсары,Жылыойский район,Атырауская область,Казахстан,"Пн: 09:00-12:00, 13:00-22:00; Вт: 09:00-12:00, 13:00-22:00; Ср: 09:00-12:00, 13:00-22:00; Чт: 09:00-12:00, 13:00-22:00; Пт: 09:00-12:00, 13:00-22:00; Сб: 09:00-12:00, 13:00-22:00; Вс: 09:00-12:00, 13:00-22:00",+05:00,5.0,3,87751441397,87786007994,87080800095,,,,https://instagram.com/pi.barbershop,,https://wa.me/77751441397,https://wa.me/77786007994,https://wa.me/77080800095,,,,,46.957395,53.985806,https://2gis.com/firm/70000001076586437,branch
Zhanka,салон красоты,Парикмахерские; Ногтевые студии; Массажист; Визажисты; Эпиляция,"1-й микрорайон, 24",,,1-й м-н,,Кульсары,Жылыойский район,Атырауская область,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00 (по предварительной записи),+05:00,5.0,1,87025676882,,,,,,https://instagram.com/zhanka.salon.kulsary,,https://wa.me/77025676882,,,,,,,46.957273,53.985089,https://2gis.com/firm/70000001083323277,branch
Premium,салон красоты,Парикмахерские; Ногтевые студии; Массажист; Визажисты; Эпиляция,,,,3-й м-н,,Кульсары,Жылыойский район,Атырауская область,Казахстан,,+05:00,5.0,2,87000929277,87751576717,,,,,https://instagram.com/premium_beautystudio,,https://wa.me/77000929277,https://wa.me/77751576717,,,,,,46.956935,53.988441,https://2gis.com/firm/70000001077000745,branch
Barber kulsary,барбершоп,Барбершопы,"улица Изтургана Сариева, 16",214 бутик; 1 этаж,,Шугыла м-н,,Кульсары,Жылыойский район,Атырауская область,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,5.0,3,87083980845,,,,,,https://instagram.com/barber_kulsary,,https://wa.me/77083980845,,,,,,,46.945713,54.027877,https://2gis.com/firm/70000001077047987,branch
Қасым,барбершоп,Барбершопы,"1-й микрорайон, 19",,,1-й м-н,,Кульсары,Жылыойский район,Атырауская область,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,,,87022506479,87025669911,,,,,https://instagram.com/mr.barber_serikkali,,,,,,,,,46.956551,53.982445,https://2gis.com/firm/70000001091401945,branch
Умсынай,салон красоты,Парикмахерские; Ногтевые студии; Эпиляция,"3-й микрорайон, 48",,,3-й м-н,,Кульсары,Жылыойский район,Атырауская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,,,87754514790,,,,,,,,https://wa.me/77754514790,,,,,,,46.956353,53.98444,https://2gis.com/firm/70000001076696796,branch
Barber pole,барбершоп,Барбершопы,"улица Жанша Танкыбаева, 30",1 этаж,,1-й м-н,,Кульсары,Жылыойский район,Атырауская область,Казахстан,Пн: 11:00-21:00; Вт: 11:00-21:00; Ср: 11:00-21:00; Чт: 11:00-21:00; Пт: 11:00-21:00; Сб: 11:00-21:00; Вс: 11:00-21:00 (по предварительной записи: пн-вс 21:00-0:00),+05:00,5.0,5,87755668221,,,,,,https://instagram.com/barberpole_kulsary,,https://wa.me/77755668221,,,,,,,46.958055,53.986956,https://2gis.com/firm/70000001076598038,branch
Дария,салон красоты,Парикмахерские; Ногтевые студии; Оформление бровей и ресниц,,,,Орталык м-н,,Кульсары,Жылыойский район,Атырауская область,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,,,87014663835,,,,,,,,https://wa.me/77014663835,,,,,,,46.959585,53.999334,https://2gis.com/firm/70000001076989828,branch
616,барбершоп,Барбершопы,"1-й микрорайон, 19",,,1-й м-н,,Кульсары,Жылыойский район,Атырауская область,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,5.0,2,,,,,,,https://instagram.com/kulsary_616_barbershop,,https://wa.me/77784747997,,,,,,,46.9566,53.982486,https://2gis.com/firm/70000001086972858,branch
ПрестиЖ,салон красоты,Парикмахерские; Ногтевые студии; Визажисты,,,,3-й м-н,,Кульсары,Жылыойский район,Атырауская область,Казахстан,"Пн: 10:00-13:00, 15:00-19:00; Вт: 10:00-13:00, 15:00-19:00; Ср: 10:00-13:00, 15:00-19:00; Чт: 10:00-13:00, 15:00-19:00; Пт: 10:00-13:00, 15:00-19:00; Сб: 10:00-13:00, 15:00-19:00; Вс: 10:00-13:00, 15:00-19:00",+05:00,,,87025098359,,,,,,,,https://wa.me/77025098359,,,,,,,46.95661,53.986129,https://2gis.com/firm/70000001076562282,branch
TN BarberShop,барбершоп,Барбершопы,"1-й микрорайон, 25",,,1-й м-н,,Кульсары,Жылыойский район,Атырауская область,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,,,87079734606,87761881361,,,,,,,https://wa.me/77079734606,https://wa.me/77761881361,,,,,,46.957432,53.98633,https://2gis.com/firm/70000001076598074,branch
Барбершоп,,Барбершопы,,,,1-й м-н,,Кульсары,Жылыойский район,Атырауская область,Казахстан,Пн: 11:00-19:30; Вт: 11:00-19:30; Ср: 11:00-19:30; Чт: 11:00-19:30; Пт: 11:00-19:30; Сб: 11:00-19:30; Вс: 11:00-19:30,+05:00,,,87082079761,87028073106,,,,,,,https://wa.me/77082079761,https://wa.me/77028073106,,,,,,46.956847,53.984014,https://2gis.com/firm/70000001077333204,branch
Алмас и К,мужская парикмахерская,Парикмахерские,"3-й микрорайон, 48",1 этаж,,3-й м-н,,Кульсары,Жылыойский район,Атырауская область,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,,,87025669911,87012134345,,,,,https://instagram.com/almas_and_k,,https://wa.me/77012134345,https://wa.me/77025669911,,,,,,46.956401,53.984847,https://2gis.com/firm/70000001088205109,branch
Мир женщин,салон красоты,Косметолог; Массажист; Оформление бровей и ресниц; Эпиляция; Альтернативная медицина,"проспект Махамбета Утемисова, 145",,,Орталык м-н,,Кульсары,Жылыойский район,Атырауская область,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00 (по предварительной записи: пн-вс),+05:00,,,87782455590,87081235078,,,,,,,https://wa.me/77782455590,https://wa.me/77081235078,,,,,,46.9582,53.994733,https://2gis.com/firm/70000001077160045,branch
Zere,салон красоты,Парикмахерские; Ногтевые студии; Массажист,"улица Максота Танкыбаева, 248/1",,,Мурагер м-н,,Кульсары,Жылыойский район,Атырауская область,Казахстан,"Пн: 09:00-12:00, 14:00-19:00; Вт: 09:00-12:00, 14:00-19:00; Ср: 09:00-12:00, 14:00-19:00; Чт: 09:00-12:00, 14:00-19:00; Пт: 09:00-12:00, 14:00-19:00; Сб: 09:00-12:00, 14:00-19:00; Вс: 09:00-12:00, 14:00-19:00",+05:00,2.7,2,87757456962,,,,,,https://instagram.com/salon_zere_kulsari,,https://wa.me/77757456962,,,,,,,46.955329,53.94172,https://2gis.com/firm/70000001077332169,branch
Ляйсан,студия красоты,Парикмахерские; Ногтевые студии; Оформление бровей и ресниц; Косметолог,"1-й микрорайон, 20",,,1-й м-н,,Кульсары,Жылыойский район,Атырауская область,Казахстан,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+05:00,5.0,1,87751760389,,,,,,,,https://wa.me/77751760389,,,,,,,46.956858,53.98362,https://2gis.com/firm/70000001076598140,branch
LM,салон красоты,Парикмахерские; Ногтевые студии; Оформление бровей и ресниц; Визажисты,,2 этаж,,1-й м-н,,Кульсары,Жылыойский район,Атырауская область,Казахстан,,+05:00,,,87029001546,,,,,,https://instagram.com/lm_beauty_kulsary,,https://wa.me/77029001546,,,,,,,46.957168,53.985225,https://2gis.com/firm/70000001077332939,branch
Ari shop,салон красоты,Ногтевые студии; Оформление бровей и ресниц,"1-й микрорайон, 24",,,1-й м-н,,Кульсары,Жылыойский район,Атырауская область,Казахстан,,+05:00,,,87759051349,,,,,,,,https://wa.me/77759051349,,,,,,,46.957264,53.985263,https://2gis.com/firm/70000001076598106,branch
